"Year","State","type","Process","Status","Measure","Chem","killer","Compound","Coumpound Value","Value","Stats"
"6348",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB","FERTILIZER"," ","SULFUR"," ","25,000"," "
"6349",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," AVG"
"6350",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," AVG"
"6351",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BOSCALID","128008"," "," AVG"
"6352",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702","2.841"," AVG"
"6353",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CAPTAN","81301","1.183"," AVG"
"6354",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901"," "," AVG"
"6355",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CYPRODINIL","288202"," "," AVG"
"6356",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","0.087"," AVG"
"6357",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503"," "," AVG"
"6358",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","METCONAZOLE","125619"," "," AVG"
"6359",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," "," AVG"
"6360",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," "," AVG"
"6361",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100"," "," AVG"
"6362",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," AVG"
"6363",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," AVG"
"6364",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","DIQUAT DIBROMIDE","32201"," "," AVG"
"6365",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034","0.203"," AVG"
"6366",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850"," "," AVG"
"6367",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLYPHOSATE AMM. SALT","103604"," "," AVG"
"6368",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," AVG"
"6369",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","HEXAZINONE","107201","0.687"," AVG"
"6370",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," AVG"
"6371",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","PARAQUAT","61601"," "," AVG"
"6372",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","SETHOXYDIM","121001","0.664"," AVG"
"6373",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CARBARYL","56801"," "," AVG"
"6374",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","DIAZINON","57801"," "," AVG"
"6375",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ESFENVALERATE","109303","0.032"," AVG"
"6376",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","FENPROPATHRIN","127901"," "," AVG"
"6377",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","MALATHION","57701","0.704"," AVG"
"6378",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","METHOMYL","90301"," "," AVG"
"6379",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","METHOXYFENOZIDE","121027"," "," AVG"
"6380",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","PHOSMET","59201"," "," AVG"
"6381",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINETORAM","110008"," "," AVG"
"6382",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINETORAM-L","110009"," "," AVG"
"6383",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","SPINOSAD","110003"," "," AVG"
"6384",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN","129064","0.025"," AVG"
"6385",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","CYANAMID","14002"," "," AVG"
"6386",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","FERTILIZER"," ","NITROGEN"," ","21"," AVG"
"6387",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","FERTILIZER"," ","PHOSPHATE"," ","35"," AVG"
"6388",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","FERTILIZER"," ","POTASH"," ","20"," AVG"
"6389",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","FERTILIZER"," ","SULFUR"," ","12"," AVG"
"6390",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," AVG"
"6391",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," AVG"
"6392",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","BOSCALID","128008"," "," AVG"
"6393",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702","3.213"," AVG"
"6394",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CAPTAN","81301","2.869"," AVG"
"6395",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901"," "," AVG"
"6396",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","CYPRODINIL","288202"," "," AVG"
"6397",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","0.205"," AVG"
"6398",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503"," "," AVG"
"6399",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","METCONAZOLE","125619"," "," AVG"
"6400",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," "," AVG"
"6401",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," "," AVG"
"6402",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100"," "," AVG"
"6403",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," AVG"
"6404",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," AVG"
"6405",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","DIQUAT DIBROMIDE","32201"," "," AVG"
"6406",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034","0.306"," AVG"
"6407",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850"," "," AVG"
"6408",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE AMM. SALT","103604"," "," AVG"
"6409",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," AVG"
"6410",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","HEXAZINONE","107201","0.73"," AVG"
"6411",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," AVG"
"6412",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","PARAQUAT","61601"," "," AVG"
"6413",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","SETHOXYDIM","121001","0.667"," AVG"
"6414",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CARBARYL","56801"," "," AVG"
"6415",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","DIAZINON","57801"," "," AVG"
"6416",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ESFENVALERATE","109303","0.102"," AVG"
"6417",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FENPROPATHRIN","127901"," "," AVG"
"6418",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","MALATHION","57701","2.87"," AVG"
"6419",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","METHOMYL","90301"," "," AVG"
"6420",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","METHOXYFENOZIDE","121027"," "," AVG"
"6421",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","PHOSMET","59201"," "," AVG"
"6422",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINETORAM","110008"," "," AVG"
"6423",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINETORAM-L","110009"," "," AVG"
"6424",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINOSAD","110003"," "," AVG"
"6425",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN","129064","0.044"," AVG"
"6426",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","CYANAMID","14002"," "," AVG"
"6427",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","NITROGEN"," ","57"," AVG"
"6428",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","PHOSPHATE"," ","81"," AVG"
"6429",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","POTASH"," ","43"," AVG"
"6430",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","SULFUR"," ","21"," AVG"
"6431",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," AVG"
"6432",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," AVG"
"6433",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","BOSCALID","128008"," "," AVG"
"6434",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702","1.1"," AVG"
"6435",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CAPTAN","81301","2.4"," AVG"
"6436",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901"," "," AVG"
"6437",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CYPRODINIL","288202"," "," AVG"
"6438",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","2.4"," AVG"
"6439",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503"," "," AVG"
"6440",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","METCONAZOLE","125619"," "," AVG"
"6441",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," "," AVG"
"6442",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," "," AVG"
"6443",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100"," "," AVG"
"6444",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," AVG"
"6445",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," AVG"
"6446",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","DIQUAT DIBROMIDE","32201"," "," AVG"
"6447",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034","1.5"," AVG"
"6448",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850"," "," AVG"
"6449",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","GLYPHOSATE AMM. SALT","103604"," "," AVG"
"6450",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," AVG"
"6451",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","HEXAZINONE","107201","1.1"," AVG"
"6452",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," AVG"
"6453",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","PARAQUAT","61601"," "," AVG"
"6454",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","SETHOXYDIM","121001","1"," AVG"
"6455",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","CARBARYL","56801"," "," AVG"
"6456",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","DIAZINON","57801"," "," AVG"
"6457",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","ESFENVALERATE","109303","3.2"," AVG"
"6458",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","FENPROPATHRIN","127901"," "," AVG"
"6459",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","MALATHION","57701","4.1"," AVG"
"6460",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","METHOMYL","90301"," "," AVG"
"6461",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","METHOXYFENOZIDE","121027"," "," AVG"
"6462",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","PHOSMET","59201"," "," AVG"
"6463",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","SPINETORAM","110008"," "," AVG"
"6464",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","SPINETORAM-L","110009"," "," AVG"
"6465",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","SPINOSAD","110003"," "," AVG"
"6466",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN","129064","1.8"," AVG"
"6467",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","CHEMICAL","OTHER","CYANAMID","14002"," "," AVG"
"6468",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","FERTILIZER"," ","NITROGEN"," ","2.7"," AVG"
"6469",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","FERTILIZER"," ","PHOSPHATE"," ","2.3"," AVG"
"6470",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","FERTILIZER"," ","POTASH"," ","2.2"," AVG"
"6471",2015,"NORTH CAROLINA","BEARING","APPLICATIONS","","MEASURED IN NUMBER","FERTILIZER"," ","SULFUR"," ","1.8"," AVG"
"6472",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," AVG"
"6473",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," AVG"
"6474",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","BOSCALID","128008"," "," AVG"
"6475",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702","12"," AVG"
"6476",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CAPTAN","81301","45"," AVG"
"6477",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901"," "," AVG"
"6478",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CYPRODINIL","288202"," "," AVG"
"6479",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","52"," AVG"
"6480",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503"," "," AVG"
"6481",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","METCONAZOLE","125619"," "," AVG"
"6482",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," "," AVG"
"6483",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PROPICONAZOLE","122101"," "," AVG"
"6484",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100"," "," AVG"
"6485",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," AVG"
"6486",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TOTAL"," ","55"," AVG"
"6487",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," AVG"
"6488",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","DIQUAT DIBROMIDE","32201"," "," AVG"
"6489",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034","25"," AVG"
"6490",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850"," "," AVG"
"6491",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","GLYPHOSATE AMM. SALT","103604"," "," AVG"
"6492",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," AVG"
"6493",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","HEXAZINONE","107201","19"," AVG"
"6494",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," AVG"
"6495",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","PARAQUAT","61601"," "," AVG"
"6496",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","SETHOXYDIM","121001","5"," AVG"
"6497",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","TOTAL"," ","44"," AVG"
"6498",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CARBARYL","56801"," "," AVG"
"6499",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","DIAZINON","57801"," "," AVG"
"6500",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","ESFENVALERATE","109303","26"," AVG"
"6501",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","FENPROPATHRIN","127901"," "," AVG"
"6502",2015,"NORTH CAROLINA","BEARING","TREATED","","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","MALATHION","57701","55"," AVG"
